CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary
567;France;Female;48;3;0;1;1;0;5536245
638;France;Male;41;1;13176294;1;1;1;4767529
725;France;Female;31;6;0;1;0;0;6132643
709;France;Female;41;3;15030065;2;1;0;7167286
661;Germany;Male;37;7;10990806;2;1;0;11503767
681;Germany;Male;49;8;14294618;1;0;0;18728051
663;France;Male;33;5;15727436;2;1;1;2853181
578;France;Male;39;2;0;2;1;0;705639
808;Spain;Female;67;10;12457715;1;0;1;1698944
609;France;Male;26;7;0;2;1;0;9846399
454;Germany;Female;50;10;9289556;1;1;0;154344
668;France;Male;28;4;10714127;1;1;0;19301871
715;Spain;Male;38;2;9679879;2;1;1;455467
573;Germany;Male;35;9;13449854;2;1;1;1199248
777;France;Female;30;4;0;2;0;1;11561197
618;France;Female;42;2;0;4;0;0;11109739
624;Spain;Male;38;7;12390655;1;1;0;13509678
661;Spain;Male;38;7;1430067;1;1;1;1565089
639;France;Male;37;5;981867;1;0;1;17338695
570;France;Male;37;6;0;1;1;1;1877585
638;Germany;Female;33;5;12933565;1;1;1;565852
608;Spain;Male;48;7;7580174;1;1;0;12576295
762;France;Female;44;7;15931664;1;0;0;2478013
535;France;Male;38;2;11927229;1;0;0;19589659
487;France;Male;37;2;0;2;1;1;12672257
585;France;Male;55;10;10641557;3;1;1;12296098
502;France;Male;37;10;0;1;1;1;7664268
825;Germany;Male;37;6;11805079;1;0;1;5230115
668;France;Male;46;0;0;2;0;0;2938802
711;France;Female;35;8;0;1;1;1;6750801
692;France;Female;30;7;0;2;1;1;1882634
546;Germany;Female;42;9;8635185;2;1;0;5738013
779;France;Female;42;5;0;2;0;0;2595191
608;France;Female;56;10;1292552;2;1;0;14249204
698;France;Male;41;3;9060529;1;1;1;14357
547;France;Female;51;1;0;2;1;1;5690841
469;Germany;Female;52;8;13949325;3;0;0;15009332
664;France;Male;40;9;0;2;1;0;1947673
563;France;Male;30;7;9072779;1;1;0;12226875
614;France;Male;36;1;11831176;1;1;0;14613468
740;France;Male;33;1;12957498;1;1;1;12330038
587;France;Male;33;8;14816357;1;0;0;1229254
465;Germany;Male;24;5;1171549;1;1;1;12774402
738;Spain;Male;36;5;0;2;1;1;9688132
528;France;Male;34;1;1255669;1;1;1;17676327
733;France;Female;38;3;15765836;1;0;0;1965843
586;France;Male;33;9;0;1;1;0;697502
675;Spain;Male;32;8;19743682;1;1;1;527107
462;France;Male;39;4;14013308;2;0;0;13130445
850;Germany;Female;36;0;13698023;2;1;1;9901965
628;France;Female;37;9;0;2;1;1;3468977
610;France;Female;57;7;7209295;4;0;1;11322882
614;Spain;Female;37;9;0;2;1;1;620231
570;France;Male;23;2;0;1;0;0;19883098
850;France;Male;19;8;0;1;1;1;6856989
754;Germany;Female;48;7;14181902;1;1;0;9355053
578;France;Male;50;5;15121534;2;1;0;1698044
690;Spain;Male;26;8;11631823;1;1;1;8325305
610;Germany;Male;49;6;11388233;1;1;0;19581381
596;France;Male;42;7;0;2;1;1;12156837
674;Spain;Female;41;4;12660514;1;1;1;16669493
744;Germany;Male;29;6;12373704;2;1;0;14155804
519;France;Male;34;5;0;1;1;0;684796
733;Spain;Female;38;5;0;2;1;1;127151
705;Germany;Female;54;3;1258893;3;1;0;960135
654;France;Female;24;8;14508173;1;1;1;13007507
679;Spain;Female;39;7;911879;1;0;1;607536
678;France;Female;60;2;0;2;1;1;4382156
660;France;Male;34;1;0;2;1;0;969258
601;France;Female;37;5;0;1;0;0;207086
647;France;Female;42;9;0;2;1;1;5136282
670;France;Male;33;1;0;2;1;1;8641311
589;France;Female;50;4;0;2;0;1;18207697
750;Spain;Female;33;3;16180147;1;0;1;15328897
659;France;Female;37;1;15110568;1;1;1;14093457
617;Spain;Female;46;3;10652149;1;0;1;8658737
576;France;Female;55;6;4458207;3;0;1;6753985
584;Spain;Female;30;5;0;2;1;1;18520158
466;France;Male;26;9;10552206;1;1;0;1084246
619;Spain;Female;38;6;0;2;1;1;11761629
571;France;Female;47;7;0;2;0;0;11236698
644;Germany;Female;34;10;12219699;2;1;1;18209971
572;Germany;Male;39;4;11229022;1;1;0;4937397
706;France;Male;35;5;0;2;1;1;8171837
557;France;Female;39;7;4957273;1;1;0;11528799
623;Spain;Female;50;2;8711671;1;1;1;10438211
670;France;Female;50;8;13834006;1;0;1;315915
544;France;Female;33;6;0;2;1;1;12411304
850;Spain;Male;44;8;0;2;1;1;18361732
748;France;Female;34;8;0;2;1;0;5358403
572;France;Female;30;6;0;1;0;1;17502527
741;Spain;Male;50;1;7873761;1;1;1;1301896
569;Spain;Female;51;3;0;3;1;0;7508496
651;Spain;Male;45;4;0;2;0;0;19300921
595;Germany;Male;34;2;8796742;2;0;1;15630952
850;France;Female;36;6;0;2;1;1;19019495
746;France;Female;24;4;0;1;0;1;94105
748;France;Female;39;3;15737154;1;0;1;977343
698;Spain;Female;63;5;0;1;1;1;17357671
628;Germany;Female;51;10;11528049;2;0;0;1262861
554;France;Female;38;3;13873195;1;1;1;19413836
556;France;Female;54;4;15000538;1;1;0;1570155
806;Spain;Female;37;2;13779418;2;0;1;7523202
850;Spain;Female;39;6;0;2;1;0;10392143
670;Germany;Female;35;2;7958596;1;0;1;1988029
588;Germany;Male;49;6;13262376;3;1;0;3629294
621;France;Male;31;7;13665861;1;1;1;14868913
796;Spain;Female;23;3;14658419;2;0;0;1254458
596;Germany;Male;34;4;9944121;2;0;1;480227
746;France;Female;32;4;0;2;1;1;7290975
553;Spain;Male;38;1;18111013;2;1;0;18454459
850;Spain;Male;33;3;10047646;2;1;1;13653913
743;France;Female;30;1;12702339;1;1;1;13878089
826;France;Female;49;0;0;1;0;0;17870998
630;Germany;Female;28;8;10642575;1;1;1;2034484
806;France;Female;67;1;0;2;0;1;10394558
554;Germany;Female;55;0;10847727;1;0;1;140003
749;France;Male;41;5;5756894;1;1;1;6112829
699;France;Female;32;4;11055946;1;1;1;12742956
574;Spain;Male;36;3;0;2;1;1;855966
690;France;Female;36;6;11048048;1;0;0;8129233
607;Spain;Male;34;9;13243999;1;1;0;17774772
676;France;Male;29;7;13195986;1;0;0;18926881
640;France;Female;50;9;11756503;2;0;0;8255977
613;France;Male;42;7;11507606;1;1;1;7932361
597;Germany;Male;52;8;8369334;2;1;1;16108353
675;France;Female;33;6;0;2;1;0;3404561
561;France;Female;35;5;0;2;1;0;5998162
524;France;Male;28;1;935773;1;1;1;5167082
686;Spain;Male;39;10;13625806;1;0;0;8919951
547;Germany;Male;25;4;9814157;2;1;1;523098
639;France;Female;37;4;11612184;2;0;1;18185074
721;France;Male;36;1;15517683;2;1;1;4965337
548;Germany;Male;32;2;9898628;1;1;1;5586738
781;Germany;Male;35;7;9252615;2;1;1;17383754
704;Spain;Female;24;2;0;1;1;0;3560025
571;France;Male;38;1;12140504;1;1;1;15484422
697;Spain;Male;62;7;0;1;1;0;12918818
567;Germany;Male;40;7;12226524;1;1;0;13855274
779;Spain;Female;55;0;13329598;1;1;0;2283271
563;France;Female;32;0;14832609;1;1;0;19160427
821;Germany;Female;31;2;6892757;1;1;1;25445
738;France;Female;38;7;0;2;0;0;6922742
660;Spain;Male;38;6;10986932;1;1;1;15464191
594;France;Male;35;2;13385327;1;1;1;6536166
642;France;Female;33;4;8460734;2;0;1;6005947
486;Germany;Male;37;1;101438;1;0;0;5136456
581;Spain;Female;44;7;18931816;2;1;0;4502623
679;France;Male;29;3;0;2;1;1;6368706
644;Spain;Male;32;3;13665974;1;1;1;1418778
627;Spain;Female;35;7;0;1;1;0;18771826
744;Spain;Male;34;3;0;2;1;0;2724435
663;Germany;Female;37;8;15530371;1;1;0;11871663
669;Germany;Male;45;1;12394975;1;0;0;11088156
837;France;Female;38;2;0;2;1;1;4639521
502;Germany;Female;33;6;12524117;2;1;1;15873607
632;Spain;Female;32;1;0;2;1;0;1952565
742;Spain;Male;24;8;0;2;1;0;407028
650;Spain;Male;42;4;19453266;1;1;0;17104531
850;Germany;Male;56;1;16974383;1;0;0;1558504
616;France;Male;18;6;0;2;1;1;2730858
651;France;Female;41;4;386172;1;1;1;1048768
762;France;Male;28;2;0;2;1;0;16790952
448;Spain;Male;25;2;0;2;0;0;9521573
669;Spain;Male;25;7;15722861;2;1;0;1243829
529;Spain;Female;35;5;0;2;1;0;56518
615;Spain;Female;29;7;14333056;2;1;1;12639601
666;France;Male;36;4;1201654;2;1;0;337015
603;France;Male;40;4;10283346;2;1;1;3882911
671;France;Female;34;5;16475756;1;1;0;11074888
568;Spain;Female;36;10;15361061;1;1;1;540838
606;Spain;Male;42;10;0;2;1;0;17793852
850;Germany;Female;36;3;16902583;1;1;0;17423506
644;Spain;Female;26;4;15345572;2;1;1;8269684
647;Spain;Male;28;6;14959402;2;1;0;10232519
666;Germany;Female;37;2;15846876;1;0;1;9326601
430;France;Male;31;5;0;1;1;0;9565516
599;France;Male;28;7;11970622;1;0;0;3119042
603;Spain;Female;56;5;9077876;2;1;0;16222367
453;Germany;Female;40;1;11152449;1;1;1;12037384
668;France;Female;37;7;12864567;1;1;0;9214964
556;France;Male;34;8;16375706;1;1;1;10400006
626;Germany;Female;23;6;8589795;1;1;0;1097428
730;Germany;Female;37;5;12405303;1;1;0;11859167
753;Germany;Female;38;9;15176671;1;1;1;18082999
634;Spain;Female;36;1;0;1;1;1;14396072
678;France;Male;38;3;0;2;1;0;665616
638;Spain;Male;35;1;0;2;1;0;16537066
432;France;Female;27;6;6233981;2;0;0;5387467
732;France;Male;46;0;0;2;1;1;18435078
610;France;Male;40;9;0;1;1;1;14960254
542;Spain;Female;26;2;0;2;1;1;5486954
658;Germany;Female;55;8;11932793;1;0;1;11943966
654;France;Female;35;2;908658;1;1;1;8676446
610;Spain;Female;37;10;14036395;2;1;1;12956386
630;France;Female;36;8;12659899;2;1;1;13440793
721;Spain;Female;32;10;0;1;1;0;13611996
563;Germany;Male;44;7;10500731;2;1;1;19781216
545;Germany;Male;37;9;9582913;2;0;1;10493688
699;France;Male;64;9;11310952;1;1;0;279808
500;Germany;Male;30;2;12549564;2;1;1;6880747
595;Germany;Female;26;8;11854772;1;1;1;15119218
580;Germany;Male;35;9;12135519;1;0;1;3567145
850;France;Female;81;1;0;2;1;1;5956824
711;Germany;Female;52;8;14526254;1;0;1;13147331
697;France;Female;42;1;0;1;1;0;126283
553;France;Male;37;1;0;1;1;0;3046155
566;France;Male;34;3;0;1;0;0;18813569
705;Germany;Female;44;10;10673158;1;1;0;13741987
719;Spain;Female;35;8;0;1;1;1;1651624
609;France;Male;53;7;0;2;0;1;5233285
598;Germany;Male;38;1;10148718;1;1;1;759591
422;Spain;Female;54;4;0;2;1;1;716671
481;Spain;Female;37;8;0;2;1;0;4421586
561;Germany;Male;49;5;94754;1;1;1;2669131
615;Germany;Male;43;3;8692086;1;1;1;15004837
794;Spain;Female;30;1;15497054;1;0;1;15676845
418;France;Male;28;7;9873892;1;1;0;12219022
599;Germany;Male;40;10;13745628;2;1;1;1411311
691;France;Female;29;9;11653643;1;1;0;5198799
838;Spain;Female;41;5;0;2;1;0;8131351
749;France;Male;37;7;0;2;1;0;2030679
502;France;Male;33;7;0;2;0;1;408252
578;France;Female;40;7;0;2;0;0;10223373
547;France;Female;32;2;0;2;1;0;13200283
728;France;Female;69;1;0;2;1;1;13180486
598;Germany;Male;19;3;15034837;1;1;1;17378404
822;Germany;Female;46;3;11507402;2;1;0;2624986
723;Germany;Female;68;3;110357;1;0;0;14197754
790;Germany;Female;34;2;16401148;1;1;0;19942041
722;Spain;Female;32;4;0;2;1;1;11366648
715;France;Female;31;3;11058129;1;1;1;9471524
704;France;Male;24;2;14819715;2;1;0;18277508
535;Spain;Female;30;5;12292475;1;0;0;6239059
614;France;Female;38;4;72594;1;1;1;7604248
492;Germany;Male;51;8;11780874;2;1;1;6731112
706;Spain;Female;53;3;0;3;0;0;8847902
602;France;Male;35;8;0;1;1;1;2249929
540;Spain;Male;37;0;1208257;1;1;0;2825789
631;Spain;Male;38;7;0;2;1;0;18160585
640;Spain;Male;37;5;15802438;1;1;0;8129809
457;France;Female;33;7;12783754;1;0;1;6001317
641;France;Male;33;2;1461936;2;1;1;5579683
615;Spain;Male;41;1;12677343;1;1;1;5555126
718;France;Male;48;9;0;2;1;1;7210563
713;Germany;Male;45;4;13103814;1;1;0;7400504
569;Spain;Male;31;1;11540697;1;0;0;14552822
676;Spain;Female;64;4;11695432;1;1;1;9114948
614;Germany;Female;39;8;12599722;1;1;1;12804934
486;France;Female;39;8;9781936;1;0;1;12053131
793;France;Male;56;8;11949625;2;1;0;2988099
682;France;Female;30;9;0;2;1;1;19510491
740;France;Female;60;5;10802808;2;0;0;2598042
666;Germany;Male;71;1;5301329;2;1;1;11222264
482;France;Female;35;5;14781305;2;0;0;10902972
638;Germany;Male;42;8;14517784;1;1;0;19347174
649;France;Female;41;3;13093183;1;1;1;14480837
561;France;Male;33;6;0;2;0;0;17368039
579;Spain;Male;22;3;11868057;1;1;1;498298
563;Spain;Female;42;6;9905622;2;1;0;15434795
614;Spain;Female;36;1;4405484;1;1;1;7332908
685;Germany;Female;44;2;11965753;1;1;0;14538705
561;Germany;Female;49;1;10202532;1;1;0;13305164
699;France;Male;29;3;12568929;1;1;1;15162371
850;Germany;Male;29;1;15464041;1;1;1;16403951
636;Germany;Male;67;7;13670935;1;0;1;667531
757;France;Male;46;0;0;2;1;0;3746005
627;France;Female;57;9;0;2;1;1;10771242
606;Germany;Male;38;3;9989753;1;0;0;3705465
585;France;Male;56;4;13822719;2;1;1;5528784
502;Germany;Male;33;5;17467365;2;1;0;3330056
773;Spain;Male;63;9;11117983;1;1;1;9309102
603;Germany;Female;55;7;12772325;2;1;0;13946911
677;France;Male;58;9;0;1;0;1;1686504
749;France;Male;42;2;5672683;2;0;1;18554335
573;Spain;Male;46;3;6526923;1;0;1;18998865
703;France;Male;56;9;0;1;0;0;8554733
648;France;Male;42;4;0;2;1;0;1928314
850;Spain;Male;48;2;0;1;1;0;1694253
566;France;Female;21;3;0;2;1;1;362647
706;Germany;Female;46;7;11128818;1;1;1;14917025
648;France;Male;34;0;0;1;1;1;16793181
643;Spain;Female;20;0;13331334;1;1;1;396569
666;Germany;Female;59;8;15261451;2;1;1;1887823
850;France;Male;27;6;9665472;2;0;0;15274016
644;Germany;Male;35;5;16159111;3;1;1;6379562
640;Spain;Female;46;3;0;1;1;1;15626008
676;France;Female;36;3;9171159;1;1;1;9539343
782;France;Male;36;5;8121072;2;0;1;10800338
623;France;Male;45;0;0;1;1;0;19653372
774;Spain;Male;46;9;0;2;1;1;3477426
850;Germany;Female;45;1;12187489;1;0;0;686541
594;France;Female;31;0;7934095;1;1;0;7825586
600;Germany;Male;57;9;13845603;2;1;1;10354825
635;France;Female;72;4;7481284;1;0;1;2744833
642;France;Female;40;7;0;2;1;0;18396334
785;Spain;Female;54;1;0;2;1;0;4511392
628;Germany;Female;28;3;15353813;2;1;0;11077601
567;Spain;Male;34;10;0;2;0;1;16157179
642;France;Male;35;2;13316195;1;0;1;12225486
588;Spain;Female;35;7;0;2;1;1;10873915
730;Spain;Male;38;5;11886636;1;1;1;1633175
833;France;Male;47;2;0;2;1;1;18224777
711;France;Male;38;4;12334585;1;1;0;14182783
782;France;Female;70;7;9707242;1;0;1;13117722
582;Spain;Male;33;6;0;2;0;1;7297093
468;France;Male;22;2;0;2;1;0;2812399
781;Spain;Female;29;6;9875989;1;0;0;11220264
542;France;Female;42;1;0;1;1;1;17825658
520;France;Female;39;1;7349317;1;0;1;10962613
622;Germany;Male;33;3;9692612;2;1;0;4855377
850;France;Male;81;5;0;2;1;1;4482747
634;Germany;Female;56;3;11625124;1;0;1;4242988
592;Spain;Male;45;8;846925;1;0;1;6721402
637;Germany;Male;49;2;10820452;1;1;0;16903784
716;Germany;Male;50;2;11965577;1;1;1;1294417
608;Germany;Female;30;2;9105737;2;1;0;13297317
555;France;Female;26;7;0;2;1;0;9312241
645;France;Male;39;8;0;2;0;0;9686436
585;France;Female;33;4;15280505;1;1;0;6323965
717;France;Female;22;5;11246506;1;1;1;9297775
829;Germany;Male;28;3;13240552;3;1;0;1048892
707;Spain;Male;32;9;0;2;1;0;12647579
647;France;Male;41;4;13893735;1;1;1;10161764
574;France;Male;34;1;11257239;1;0;0;1656266
467;Germany;Male;51;10;11451471;2;1;0;17778468
701;France;Female;35;2;0;2;1;1;6576522
512;France;Female;41;6;0;1;1;1;10050781
664;France;Male;36;1;0;2;1;1;9537264
671;Spain;Male;50;8;0;1;0;1;256011
666;Spain;Female;36;6;0;2;1;0;17669287
547;France;Male;62;10;12773875;2;1;1;85153
606;France;Male;37;6;8237394;1;0;0;1725269
734;Germany;Male;33;5;12189858;1;1;0;6182989
730;Germany;Female;33;7;13036787;1;1;0;151421
757;France;Male;47;3;1307471;1;1;0;14382954
802;France;Male;38;1;14255711;1;1;1;17249773
584;France;Male;47;5;0;2;1;0;8928629
850;Germany;Female;36;6;14364416;1;1;0;2210225
633;France;Male;38;2;9190256;2;1;1;10767335
581;Germany;Female;43;5;9325957;3;1;0;14103565
769;France;Female;31;6;11785226;2;1;0;14766864
590;Spain;Female;51;10;8447462;2;1;1;19093709
661;France;Female;34;0;0;2;1;0;18555563
492;Germany;Female;49;2;15124945;2;1;1;16723794
545;France;Female;32;6;0;2;1;1;5206737
729;Germany;Male;39;6;12741585;1;1;1;1849772
651;Germany;Male;35;8;11006771;1;1;0;12767895
847;Spain;Male;31;5;0;2;1;1;7632667
704;France;Male;47;5;0;2;1;1;14533861
410;France;Male;33;6;12578969;1;0;0;6633356
792;France;Male;30;1;12718786;1;1;1;11355342
571;France;Male;34;1;9932504;2;0;1;18605215
642;Germany;Female;39;8;12826403;1;1;0;6179276
780;Spain;Male;47;7;8600621;1;1;1;3797313
588;France;Male;31;4;9960737;2;0;1;3587703
768;Germany;Male;48;3;12283158;1;1;1;2453389
606;Spain;Male;37;8;15471258;2;1;0;8909918
713;Germany;Female;24;7;14768724;1;1;1;1215925
597;Spain;Female;33;2;0;2;1;1;470066
564;Spain;Male;31;0;12517558;1;1;1;7275733
707;France;Female;46;7;12747673;2;1;1;14601155
744;France;Male;42;1;11241992;1;1;1;8302292
715;France;Male;21;8;0;2;1;0;6866663
690;France;Male;47;2;0;2;1;0;15137573
724;France;Female;34;3;13235269;1;1;0;803203
711;France;Female;29;3;13018147;2;1;0;3181144
679;Germany;Male;39;2;14618628;2;1;1;19397447
603;France;Male;32;7;0;1;1;0;19805594
836;Germany;Female;32;4;10919667;2;1;0;5521802
572;France;Female;39;2;0;2;1;1;55528
443;Germany;Male;59;4;1109393;1;1;0;7284658
702;France;Male;50;3;0;2;0;0;9494984
602;Spain;Male;37;3;10759289;2;0;1;15312273
825;France;Male;29;3;14887401;2;0;1;7119282
528;Spain;Female;32;0;6813837;1;1;1;17030919
629;Germany;Female;37;1;3554981;2;0;0;4967633
744;France;Male;56;9;0;2;1;1;16949861
575;France;Female;40;1;13953234;1;1;0;18129439
590;France;Male;41;1;8908631;1;1;0;2449997
555;Spain;Male;32;10;0;2;0;1;16860596
560;France;Female;35;1;0;2;1;0;370163
753;Germany;Male;32;5;15990479;1;1;0;14881114
580;Spain;Male;32;9;1421882;2;0;1;1280286
567;Spain;Male;40;8;2864964;1;1;1;9514062
632;Spain;Male;28;7;15551959;1;1;0;184324
850;France;Female;34;9;9289927;2;1;0;9746589
521;France;Male;43;8;0;1;1;1;9318009
746;France;Male;58;3;0;3;1;1;8034496
770;France;Female;33;4;0;1;1;0;2608054
556;France;Male;36;7;15487208;2;1;1;3204464
702;Spain;Male;43;6;11612167;1;1;0;6160242
587;France;Male;47;6;7102677;1;1;0;5796241
651;France;Male;53;7;0;2;1;1;13013241
707;France;Female;35;9;0;2;1;1;7040365
645;Germany;Male;49;4;16013388;1;0;1;8839197
534;France;Male;41;9;0;2;1;0;1387134
602;Spain;Female;42;1;13891217;1;1;1;13949475
642;Germany;Female;36;2;12449598;3;1;1;5790422
587;Germany;Female;49;7;15539398;2;1;0;133082
504;Spain;Male;44;4;11352264;1;1;1;124052
686;Germany;Male;33;9;14191809;2;0;1;18403647
499;France;Male;60;7;769616;2;1;1;8364387
565;Germany;Female;38;7;14540069;2;1;1;8384479
522;Germany;Male;32;8;12445036;2;1;1;1657861
493;France;Female;36;5;14866781;2;1;0;5609251
699;France;Male;44;8;15869761;1;1;0;10718122
660;France;Female;48;0;9004432;2;0;1;18760497
619;Germany;Male;38;10;8465179;1;1;1;18475426
739;Germany;Male;32;3;10212827;1;1;0;6398137
769;Germany;Male;60;9;14884639;1;1;0;19283167
586;Germany;Female;47;5;15709947;2;1;1;6548186
669;Spain;Male;29;9;0;1;1;1;9390161
612;Spain;Female;52;5;14477269;1;0;0;9830257
719;Spain;Male;44;4;0;1;0;0;849729
702;France;Male;26;2;7128129;1;1;1;10874712
548;Germany;Female;36;2;10891384;2;1;1;14046001
612;France;Female;38;7;11061547;1;1;1;19350293
624;France;Female;23;5;0;2;0;0;13241859
598;France;Female;34;4;0;2;0;0;6089426
637;France;Female;33;9;11391353;1;0;1;653165
744;Spain;Female;46;1;0;3;1;1;17743159
650;Germany;Female;28;5;1220344;3;0;1;14666343
817;France;Male;59;1;11896258;1;1;1;12081958
850;France;Female;34;4;7137953;2;1;1;15400099
678;Spain;Female;27;5;8709985;2;1;0;14955095
720;France;Male;71;5;18313539;2;1;1;1976885
701;France;Male;51;9;0;2;0;0;6196157
556;Germany;Male;42;0;11591553;2;0;1;12543547
639;France;Male;66;0;0;2;0;1;4224054
632;France;Male;50;2;0;2;0;0;5794288
433;Spain;Male;34;9;15280674;1;1;0;1968799
651;Spain;Male;42;2;14314587;2;1;0;4361206
657;Spain;Male;29;7;8388903;1;1;0;15305962
500;France;Female;34;4;0;2;1;0;1283396
688;France;Male;20;8;1376244;2;1;1;19758279
599;France;Male;50;3;12115965;1;0;0;403339
545;France;Male;37;3;9118401;1;1;0;10547665
723;Spain;Male;30;1;0;3;1;0;16464772
801;Spain;Female;46;6;0;2;1;1;17000874
731;Spain;Female;33;5;13738801;2;1;0;16500068
484;Germany;Male;40;7;10690142;2;0;0;11804598
680;Germany;Male;30;4;10830027;2;0;1;4438457
689;France;Female;46;7;5201608;2;1;1;7299365
689;Germany;Male;47;2;1188125;2;0;0;3112142
522;Germany;Male;25;1;11143213;1;1;1;16868357
615;France;Male;64;0;815641;2;0;1;3589609
529;France;Female;31;6;15231055;1;1;0;1305425
585;France;Female;43;2;0;2;1;0;8940254
591;France;Female;38;2;14228928;1;0;1;11963885
588;Germany;Male;41;2;13134146;2;0;1;703494
551;France;Female;59;2;16696828;1;1;0;15948376
561;France;Female;49;8;0;2;1;1;1251307
684;Germany;Female;26;2;11403539;1;0;0;9688519
656;Spain;Female;41;6;10117923;2;1;1;3523061
750;Spain;Female;36;6;0;2;1;1;5981641
657;Germany;Male;40;7;9916584;1;0;1;11933395
639;France;Female;42;4;0;2;0;0;16768237
706;Germany;Female;44;2;18593218;2;1;0;6541341
774;Spain;Female;43;1;11064654;1;0;0;10880428
660;Spain;Male;31;1;8456004;1;1;1;13778425
532;France;Male;43;9;0;2;0;0;19057391
557;Germany;Female;38;2;12989356;1;0;0;10207603
730;Spain;Male;25;5;16738581;1;1;1;5630751
773;Germany;Female;36;4;10585871;1;0;1;439545
539;France;Male;39;1;0;1;1;1;281847
690;Spain;Female;48;2;0;2;1;1;31491
821;France;Female;40;1;0;2;1;0;19427312
532;Spain;Female;37;5;0;2;0;1;676184
609;Germany;Female;40;10;13738977;2;1;0;17012222
747;France;Male;42;4;8021436;1;1;0;11524196
565;France;Female;40;2;0;2;1;1;12995613
813;Germany;Male;27;6;11134815;1;1;0;4642246
606;France;Female;71;8;0;2;1;1;16974196
850;France;Female;32;8;0;2;1;1;555938
775;France;Male;31;9;0;2;1;0;16927851
751;Spain;Female;37;3;9977385;2;1;0;5486592
691;Germany;Male;30;7;10123177;2;0;0;15652944
841;Germany;Male;32;2;11707021;1;1;0;1134822
673;France;Male;37;2;0;1;1;1;1362402
541;France;Male;37;9;21231403;1;0;1;14881454
850;Spain;Female;55;7;0;1;0;0;17176287
778;Germany;Female;48;3;10229056;2;1;0;18269131
529;France;Male;39;6;10202508;2;1;0;1235101
516;Spain;Female;65;9;1025411;1;1;0;18149042
469;Spain;Male;35;5;0;2;1;0;18649037
443;France;Male;44;2;0;1;1;0;1591657
711;France;Female;28;8;0;2;0;0;10515989
621;France;Male;35;7;8761929;1;1;0;14334
350;France;Male;51;10;0;1;1;1;12582379
646;Germany;Male;48;8;16902333;2;1;1;17565755
518;France;Male;59;5;13877215;1;0;1;123872
664;Germany;Female;49;5;12742178;2;1;0;10887675
579;France;Female;29;10;7319452;2;1;1;12920909
707;Spain;Female;52;7;0;1;1;0;10968882
678;Germany;Female;44;2;9800913;2;0;1;3138486
748;France;Male;66;8;0;1;1;1;16333165
634;Spain;Male;63;10;0;2;1;0;3077286
773;Germany;Male;51;8;11619765;2;1;1;867014
615;France;Male;59;8;0;2;1;1;16557655
603;Spain;Male;24;1;16514913;2;1;0;2185828
600;Spain;Female;27;6;0;2;1;1;17203122
638;Germany;Female;41;9;14432609;1;1;0;7397985
689;Spain;Male;73;1;10855507;1;0;1;16796915
651;Spain;Male;38;2;0;3;1;0;6702982
610;France;Female;35;7;8190595;1;1;1;6162319
675;Spain;Female;50;1;13320491;1;0;1;827006
412;France;Male;29;5;0;2;0;0;1251053
638;Spain;Male;41;7;0;2;1;0;4388941
562;Germany;Female;39;6;13056502;1;1;0;985472
599;France;Female;41;2;9132871;1;1;0;11572478
594;France;Male;50;7;8131034;1;1;1;18386801
657;France;Male;34;3;1071366;1;1;0;15389546
614;France;Female;27;9;10641457;2;0;0;7750081
559;France;Female;29;3;7971536;1;1;0;8225228
708;Spain;Male;38;8;9964089;1;1;0;1242922
681;France;Male;43;3;6633868;1;1;1;187725
697;Spain;Male;43;10;12822637;1;0;0;18848694
715;France;Female;32;10;0;2;1;0;6090749
813;Germany;Male;59;2;13507841;1;1;0;18763606
669;France;Female;41;0;15021941;2;0;0;10783903
582;Germany;Female;50;6;9648657;2;1;1;2034402
645;Germany;Male;47;9;15207693;1;1;0;1218402
744;France;Male;29;1;4350442;1;1;1;11932775
471;Spain;Female;28;5;0;2;1;1;2235697
435;Germany;Male;37;8;1143463;1;0;1;98093
580;France;Female;39;9;12836259;1;1;0;8604498
599;Germany;Female;49;10;14388822;2;1;1;16623638
534;Spain;Male;34;5;17060078;1;0;1;524053
699;France;Female;40;8;12203834;1;1;0;10208535
613;Spain;Female;32;0;0;2;0;1;12667562
670;Spain;Female;29;9;0;2;1;0;2735919
718;Germany;Male;32;9;16994741;2;1;1;2797916
606;France;Male;36;1;15565546;1;1;1;19238751
550;Germany;Male;35;9;12984775;2;1;0;1973254
625;Germany;Female;55;8;11877271;4;0;0;13585362
620;France;Male;28;8;0;2;1;1;19990932
713;Spain;Female;26;4;12285746;2;1;0;14468217
631;France;Male;32;10;0;2;0;1;19634266
846;France;Female;37;6;12710397;1;1;1;4151644
567;France;Male;54;9;9640296;1;0;0;5203529
693;Spain;Male;47;8;10760466;1;1;1;8014927
565;Germany;Female;47;10;13975612;1;1;0;16584949
518;Spain;Male;50;4;0;1;0;0;10711225
585;Germany;Male;37;6;15249682;1;1;1;9990729
568;Germany;Male;26;1;11293028;2;1;0;2209573
469;Spain;Male;37;9;9677649;1;1;1;11989086
582;Germany;Male;33;2;122394;1;1;1;2211393
760;Spain;Male;43;6;1757355;1;1;1;15733729
766;Spain;Male;36;5;7838113;1;0;1;1538316
612;France;Female;43;4;13949635;2;1;1;7712823
615;Spain;Male;32;5;13852183;1;1;1;568971
